id,label
1,cat
2,airplane
3,cat
4,ship
5,airplane
6,cat
7,cat
8,cat
9,bird
10,dog
11,bird
12,cat
13,deer
14,cat
15,dog
16,airplane
17,dog
18,bird
19,airplane
20,cat
21,airplane
22,ship
23,cat
24,automobile
25,bird
26,truck
27,automobile
28,cat
29,bird
30,cat
31,dog
32,horse
33,dog
34,bird
35,deer
36,cat
37,cat
38,cat
39,ship
40,dog
41,bird
42,bird
43,dog
44,deer
45,cat
46,automobile
47,cat
48,dog
49,airplane
50,cat
51,bird
52,horse
53,dog
54,cat
55,ship
56,ship
57,cat
58,cat
59,airplane
60,cat
61,cat
62,cat
63,deer
64,frog
65,ship
66,cat
67,ship
68,horse
69,cat
70,cat
71,truck
72,bird
73,cat
74,cat
75,cat
76,horse
77,airplane
78,cat
79,horse
80,cat
81,cat
82,deer
83,ship
84,cat
85,cat
86,dog
87,dog
88,bird
89,dog
90,cat
91,automobile
92,airplane
93,cat
94,deer
95,automobile
96,frog
97,dog
98,bird
99,truck
100,bird
101,deer
102,cat
103,dog
104,cat
105,cat
106,bird
107,automobile
108,cat
109,frog
110,cat
111,deer
112,bird
113,deer
114,bird
115,bird
116,horse
117,cat
118,horse
119,airplane
120,cat
121,cat
122,cat
123,horse
124,cat
125,ship
126,cat
127,frog
128,cat
129,bird
130,bird
131,cat
132,automobile
133,cat
134,cat
135,cat
136,cat
137,cat
138,frog
139,dog
140,automobile
141,cat
142,dog
143,cat
144,deer
145,cat
146,automobile
147,cat
148,ship
149,dog
150,frog
151,cat
152,dog
153,dog
154,cat
155,truck
156,horse
157,bird
158,ship
159,truck
160,cat
161,dog
162,cat
163,bird
164,cat
165,frog
166,airplane
167,frog
168,cat
169,cat
170,cat
171,dog
172,cat
173,cat
174,frog
175,bird
176,cat
177,cat
178,automobile
179,bird
180,automobile
181,frog
182,truck
183,deer
184,cat
185,truck
186,dog
187,ship
188,cat
189,cat
190,airplane
191,automobile
192,ship
193,airplane
194,bird
195,truck
196,deer
197,automobile
198,cat
199,ship
200,cat
201,airplane
202,horse
203,airplane
204,cat
205,airplane
206,bird
207,cat
208,cat
209,bird
210,cat
211,automobile
212,horse
213,cat
214,frog
215,cat
216,bird
217,dog
218,bird
219,cat
220,automobile
221,frog
222,cat
223,dog
224,deer
225,cat
226,cat
227,horse
228,dog
229,horse
230,cat
231,dog
232,bird
233,cat
234,cat
235,horse
236,cat
237,deer
238,deer
239,truck
240,airplane
241,cat
242,dog
243,cat
244,cat
245,cat
246,horse
247,cat
248,truck
